state,date,anxiety,cough,depression,fever,generalized_anxiety_disorder,nausea,State,State Code,Region,Division
US-NJ,2020-09-15,8.25,3.14,4.49,3.85,1.23,1.57,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-16,8.38,3.1,4.55,3.65,1.22,1.58,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-17,8.27,2.99,4.53,3.73,1.19,1.68,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-18,7.37,2.85,4.14,3.27,1.01,1.55,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-19,6.43,3.13,3.69,3.24,0.82,1.71,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-20,7.12,3.19,3.94,3.34,0.91,1.72,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-21,7.97,3.43,4.47,3.84,1.15,1.62,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-22,7.84,3.34,4.38,3.85,1.09,1.57,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-23,8.14,3.34,4.41,3.85,1.16,1.6,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-24,7.91,3.2,4.38,3.61,1.11,1.62,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-25,7.42,3.13,4.05,3.27,1.06,1.56,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-26,6.86,3.06,3.97,3.27,0.87,1.77,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-27,7.52,3.06,4.27,3.25,0.98,1.83,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-28,8.26,3.27,4.66,3.51,1.21,1.77,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-29,8.2,3.21,4.6,3.5,1.16,1.72,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-09-30,7.92,3.07,4.44,3.26,1.15,1.57,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-01,8.05,3.14,4.36,3.34,1.18,1.61,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-02,7.23,3.58,3.89,3.95,0.99,1.58,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-03,6.53,3.55,3.73,3.88,0.87,1.74,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-04,7.11,3.63,4.06,3.87,0.96,1.74,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-05,8.21,3.67,4.62,4.31,1.15,1.71,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-06,8.19,3.58,4.65,4.18,1.13,1.67,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-07,8.22,3.46,4.59,3.89,1.14,1.64,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-08,8.0,3.48,4.44,3.6,1.16,1.6,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-09,7.35,3.76,4.04,3.52,0.99,1.52,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-10,7.11,3.4,4.11,3.49,0.89,1.77,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-11,7.33,3.36,4.44,3.2,0.93,1.82,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-12,8.21,3.36,4.77,3.46,1.15,1.76,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-13,8.25,3.38,4.66,3.42,1.21,1.66,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-14,8.25,3.44,4.56,3.54,1.19,1.61,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-15,8.29,3.28,4.5,3.6,1.13,1.61,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-16,7.46,3.27,4.27,3.26,1.01,1.55,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-17,6.61,3.33,3.74,3.21,0.82,1.7,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-18,7.41,3.4,4.32,3.22,0.94,1.76,New Jersey,NJ,Northeast,Middle Atlantic
US-NJ,2020-10-19,8.76,3.61,4.92,3.69,1.29,1.72,New Jersey,NJ,Northeast,Middle Atlantic
US-NM,2020-01-01,6.64,11.56,4.22,5.1,0.84,2.47,New Mexico,NM,West,Mountain
US-NM,2020-01-02,6.75,12.23,4.3,5.14,0.86,2.29,New Mexico,NM,West,Mountain
US-NM,2020-01-03,6.34,11.69,4.01,5.05,0.9,2.4,New Mexico,NM,West,Mountain
US-NM,2020-01-04,6.64,11.77,4.0,5.22,0.81,2.36,New Mexico,NM,West,Mountain
US-NM,2020-01-05,6.52,11.42,4.33,4.96,0.86,2.25,New Mexico,NM,West,Mountain
US-NM,2020-01-06,7.23,10.35,4.41,4.88,1.02,2.21,New Mexico,NM,West,Mountain
US-NM,2020-01-07,6.96,10.41,4.38,4.77,1.08,2.08,New Mexico,NM,West,Mountain
US-NM,2020-01-08,7.23,10.2,4.51,4.94,1.02,2.07,New Mexico,NM,West,Mountain
US-NM,2020-01-09,6.71,9.58,4.68,4.59,1.04,2.22,New Mexico,NM,West,Mountain
US-NM,2020-01-10,6.33,9.38,4.23,4.5,0.89,1.86,New Mexico,NM,West,Mountain
US-NM,2020-01-11,6.45,9.81,4.19,4.86,0.9,2.11,New Mexico,NM,West,Mountain
US-NM,2020-01-12,6.94,9.71,4.26,5.12,0.86,2.17,New Mexico,NM,West,Mountain
US-NM,2020-01-13,7.11,9.24,4.58,4.96,1.03,2.01,New Mexico,NM,West,Mountain
US-NM,2020-01-14,7.06,9.28,4.58,5.06,1.06,1.93,New Mexico,NM,West,Mountain
US-NM,2020-01-15,7.36,9.07,4.4,5.05,1.03,2.03,New Mexico,NM,West,Mountain
US-NM,2020-01-16,6.46,8.37,4.36,4.61,0.93,1.97,New Mexico,NM,West,Mountain
US-NM,2020-01-17,6.29,8.39,3.98,4.78,0.92,1.9,New Mexico,NM,West,Mountain
US-NM,2020-01-18,6.34,9.11,3.91,5.02,0.81,2.09,New Mexico,NM,West,Mountain
US-NM,2020-01-19,6.62,8.9,4.21,4.71,0.91,2.1,New Mexico,NM,West,Mountain
US-NM,2020-01-20,7.4,9.64,4.72,5.15,1.1,2.43,New Mexico,NM,West,Mountain
US-NM,2020-01-21,7.01,8.8,4.91,5.1,1.02,1.95,New Mexico,NM,West,Mountain
US-NM,2020-01-22,7.29,8.92,4.66,4.97,1.27,2.04,New Mexico,NM,West,Mountain
US-NM,2020-01-23,7.43,8.19,4.45,4.72,1.06,1.89,New Mexico,NM,West,Mountain
US-NM,2020-01-24,6.77,8.31,4.03,4.48,1.05,1.92,New Mexico,NM,West,Mountain
US-NM,2020-01-25,6.84,8.9,4.5,4.84,0.79,2.35,New Mexico,NM,West,Mountain
US-NM,2020-01-26,6.89,8.87,4.58,4.85,0.86,2.29,New Mexico,NM,West,Mountain
US-NM,2020-01-27,7.47,8.5,4.58,4.79,1.06,1.85,New Mexico,NM,West,Mountain
US-NM,2020-01-28,7.78,8.76,4.9,4.69,1.22,2.04,New Mexico,NM,West,Mountain
US-NM,2020-01-29,7.88,8.51,5.05,4.55,1.17,2.04,New Mexico,NM,West,Mountain
US-NM,2020-01-30,7.39,8.75,4.75,4.61,1.1,2.1,New Mexico,NM,West,Mountain
US-NM,2020-01-31,6.78,8.0,4.11,3.89,0.92,2.01,New Mexico,NM,West,Mountain
US-NM,2020-02-01,6.3,8.59,4.07,4.42,0.87,2.28,New Mexico,NM,West,Mountain
US-NM,2020-02-02,6.56,8.21,4.07,4.58,0.84,2.06,New Mexico,NM,West,Mountain
US-NM,2020-02-03,7.25,8.37,4.38,4.68,1.21,2.11,New Mexico,NM,West,Mountain
US-NM,2020-02-04,6.95,7.91,4.75,4.33,0.93,1.95,New Mexico,NM,West,Mountain
US-NM,2020-02-05,7.14,8.26,4.45,4.27,1.04,1.95,New Mexico,NM,West,Mountain
US-NM,2020-02-06,7.57,8.42,4.73,4.36,1.04,1.99,New Mexico,NM,West,Mountain
US-NM,2020-02-07,6.66,7.91,4.2,4.07,1.06,1.98,New Mexico,NM,West,Mountain
US-NM,2020-02-08,6.58,8.58,4.29,4.58,0.9,2.22,New Mexico,NM,West,Mountain
US-NM,2020-02-09,7.23,8.27,4.69,4.65,1.1,2.06,New Mexico,NM,West,Mountain
US-NM,2020-02-10,7.47,8.15,4.73,4.29,1.0,1.84,New Mexico,NM,West,Mountain
US-NM,2020-02-11,7.16,7.64,4.61,3.94,1.02,1.86,New Mexico,NM,West,Mountain
US-NM,2020-02-12,7.64,7.62,5.04,3.86,1.14,1.9,New Mexico,NM,West,Mountain
US-NM,2020-02-13,7.26,7.34,4.72,4.03,1.1,1.87,New Mexico,NM,West,Mountain
US-NM,2020-02-14,6.14,6.58,4.04,3.54,0.71,1.76,New Mexico,NM,West,Mountain
US-NM,2020-02-15,6.46,7.65,4.24,4.2,0.87,2.01,New Mexico,NM,West,Mountain
US-NM,2020-02-16,7.17,8.47,4.85,4.57,0.84,2.3,New Mexico,NM,West,Mountain
US-NM,2020-02-17,7.53,8.22,5.19,4.29,0.89,2.2,New Mexico,NM,West,Mountain
US-NM,2020-02-18,7.6,8.15,4.82,4.32,1.12,2.07,New Mexico,NM,West,Mountain
US-NM,2020-02-19,7.68,7.99,4.8,4.01,1.04,1.88,New Mexico,NM,West,Mountain
US-NM,2020-02-20,7.29,7.33,4.63,3.8,1.08,1.75,New Mexico,NM,West,Mountain
US-NM,2020-02-21,6.92,6.9,4.36,3.7,1.0,1.84,New Mexico,NM,West,Mountain
US-NM,2020-02-22,6.78,7.26,4.3,3.81,0.95,2.08,New Mexico,NM,West,Mountain
US-NM,2020-02-23,7.45,7.24,4.88,4.14,1.02,2.02,New Mexico,NM,West,Mountain
US-NM,2020-02-24,7.39,7.33,4.84,3.99,1.2,1.91,New Mexico,NM,West,Mountain
US-NM,2020-02-25,7.35,7.7,4.92,4.06,1.1,2.12,New Mexico,NM,West,Mountain
US-NM,2020-02-26,7.53,7.71,4.91,4.54,1.17,1.8,New Mexico,NM,West,Mountain
US-NM,2020-02-27,7.34,8.16,4.53,5.34,1.12,1.82,New Mexico,NM,West,Mountain
US-NM,2020-02-28,6.32,7.7,4.03,4.41,0.92,1.72,New Mexico,NM,West,Mountain
US-NM,2020-02-29,6.48,8.49,3.79,4.5,0.67,1.85,New Mexico,NM,West,Mountain
US-NM,2020-03-01,7.25,8.72,4.44,4.86,0.92,2.11,New Mexico,NM,West,Mountain
US-NM,2020-03-02,7.34,8.27,4.47,4.65,1.06,2.04,New Mexico,NM,West,Mountain
US-NM,2020-03-03,7.12,8.87,4.79,4.68,1.02,1.94,New Mexico,NM,West,Mountain
US-NM,2020-03-04,7.21,8.49,4.76,4.76,1.1,1.95,New Mexico,NM,West,Mountain
US-NM,2020-03-05,7.07,8.11,4.57,4.39,1.19,1.89,New Mexico,NM,West,Mountain
US-NM,2020-03-06,6.59,8.23,4.44,4.36,0.99,1.76,New Mexico,NM,West,Mountain
US-NM,2020-03-07,6.41,8.53,3.71,5.06,0.73,1.9,New Mexico,NM,West,Mountain
US-NM,2020-03-08,6.82,8.55,4.25,4.72,0.79,1.78,New Mexico,NM,West,Mountain
US-NM,2020-03-09,7.37,9.24,4.52,5.27,1.12,1.8,New Mexico,NM,West,Mountain
US-NM,2020-03-10,7.45,9.07,4.67,5.41,1.1,1.84,New Mexico,NM,West,Mountain
US-NM,2020-03-11,6.81,12.88,3.98,7.91,0.99,1.74,New Mexico,NM,West,Mountain
US-NM,2020-03-12,6.76,14.65,3.73,9.1,0.8,1.65,New Mexico,NM,West,Mountain
US-NM,2020-03-13,6.52,13.23,3.22,9.37,0.73,1.6,New Mexico,NM,West,Mountain
US-NM,2020-03-14,5.95,14.31,3.17,12.71,0.67,1.83,New Mexico,NM,West,Mountain
US-NM,2020-03-15,6.44,13.83,3.32,13.28,0.69,1.9,New Mexico,NM,West,Mountain
US-NM,2020-03-16,6.67,13.59,3.26,14.45,0.79,1.68,New Mexico,NM,West,Mountain
US-NM,2020-03-17,6.72,13.17,3.33,14.51,1.31,1.62,New Mexico,NM,West,Mountain
US-NM,2020-03-18,6.79,11.84,3.47,18.77,0.94,1.61,New Mexico,NM,West,Mountain
US-NM,2020-03-19,6.72,11.53,3.64,14.3,0.84,1.62,New Mexico,NM,West,Mountain
US-NM,2020-03-20,6.83,11.08,3.12,11.71,0.83,1.49,New Mexico,NM,West,Mountain
US-NM,2020-03-21,6.25,11.33,3.25,10.62,0.69,1.69,New Mexico,NM,West,Mountain
US-NM,2020-03-22,6.67,10.35,3.48,10.3,0.84,1.73,New Mexico,NM,West,Mountain
US-NM,2020-03-23,6.67,9.62,3.11,11.72,0.91,1.65,New Mexico,NM,West,Mountain
US-NM,2020-03-24,6.76,9.67,3.43,10.12,0.92,1.55,New Mexico,NM,West,Mountain
US-NM,2020-03-25,6.82,9.1,3.31,9.88,0.9,1.69,New Mexico,NM,West,Mountain
US-NM,2020-03-26,6.97,8.66,3.63,9.24,0.9,1.75,New Mexico,NM,West,Mountain
US-NM,2020-03-27,6.95,8.01,3.33,8.69,0.87,1.44,New Mexico,NM,West,Mountain
US-NM,2020-03-28,6.29,8.04,3.3,8.86,0.75,1.72,New Mexico,NM,West,Mountain
US-NM,2020-03-29,6.82,7.39,3.46,7.28,0.78,1.69,New Mexico,NM,West,Mountain
US-NM,2020-03-30,6.96,7.37,3.56,8.25,0.82,1.85,New Mexico,NM,West,Mountain
US-NM,2020-03-31,7.21,7.05,3.68,8.09,0.87,1.66,New Mexico,NM,West,Mountain
US-NM,2020-04-01,7.04,7.32,3.63,8.48,0.94,1.6,New Mexico,NM,West,Mountain
US-NM,2020-04-02,6.99,6.9,3.7,8.4,0.91,1.73,New Mexico,NM,West,Mountain
US-NM,2020-04-03,6.83,6.63,3.73,6.8,0.85,1.62,New Mexico,NM,West,Mountain
US-NM,2020-04-04,6.46,6.45,3.68,6.01,0.77,1.63,New Mexico,NM,West,Mountain
US-NM,2020-04-05,6.67,6.17,3.83,6.01,0.78,1.73,New Mexico,NM,West,Mountain
US-NM,2020-04-06,6.73,5.92,3.88,6.75,0.94,1.61,New Mexico,NM,West,Mountain
US-NM,2020-04-07,6.75,5.73,3.96,6.32,0.87,1.41,New Mexico,NM,West,Mountain
US-NM,2020-04-08,6.57,5.21,4.16,6.07,0.86,1.68,New Mexico,NM,West,Mountain
US-NM,2020-04-09,6.67,5.06,3.94,5.71,0.88,1.58,New Mexico,NM,West,Mountain
US-NM,2020-04-10,6.27,4.61,3.62,5.17,0.83,1.59,New Mexico,NM,West,Mountain
US-NM,2020-04-11,6.19,4.71,3.64,4.94,0.8,1.76,New Mexico,NM,West,Mountain
US-NM,2020-04-12,6.2,4.34,4.02,4.54,0.89,1.91,New Mexico,NM,West,Mountain
US-NM,2020-04-13,6.59,4.6,4.05,4.53,0.84,1.81,New Mexico,NM,West,Mountain
US-NM,2020-04-14,6.79,4.62,4.01,4.82,0.91,1.88,New Mexico,NM,West,Mountain
US-NM,2020-04-15,6.49,3.99,3.99,4.55,0.75,1.66,New Mexico,NM,West,Mountain
US-NM,2020-04-16,6.89,4.09,3.91,4.41,0.88,1.63,New Mexico,NM,West,Mountain
US-NM,2020-04-17,6.47,4.12,3.81,4.21,0.71,1.66,New Mexico,NM,West,Mountain
US-NM,2020-04-18,6.43,4.14,3.96,3.84,0.79,1.95,New Mexico,NM,West,Mountain
US-NM,2020-04-19,6.44,3.99,4.0,4.01,0.88,1.66,New Mexico,NM,West,Mountain
US-NM,2020-04-20,6.92,3.95,3.97,4.38,0.98,1.75,New Mexico,NM,West,Mountain
US-NM,2020-04-21,7.06,3.73,4.24,4.25,0.93,1.65,New Mexico,NM,West,Mountain
US-NM,2020-04-22,6.78,3.66,4.12,4.22,1.1,1.62,New Mexico,NM,West,Mountain
US-NM,2020-04-23,6.93,3.75,4.07,4.15,0.98,1.71,New Mexico,NM,West,Mountain
US-NM,2020-04-24,6.47,3.86,4.04,4.05,0.84,1.63,New Mexico,NM,West,Mountain
US-NM,2020-04-25,6.26,3.55,3.67,3.66,0.73,1.63,New Mexico,NM,West,Mountain
US-NM,2020-04-26,6.81,3.62,3.95,3.81,0.82,1.76,New Mexico,NM,West,Mountain
US-NM,2020-04-27,7.08,3.4,4.15,4.36,0.96,1.76,New Mexico,NM,West,Mountain
US-NM,2020-04-28,6.93,3.32,4.22,4.5,1.05,1.69,New Mexico,NM,West,Mountain
US-NM,2020-04-29,6.83,3.52,4.09,4.52,0.91,1.71,New Mexico,NM,West,Mountain
US-NM,2020-04-30,6.71,3.21,3.97,4.51,0.95,1.63,New Mexico,NM,West,Mountain
US-NM,2020-05-01,6.64,3.31,3.59,3.91,0.85,1.74,New Mexico,NM,West,Mountain
US-NM,2020-05-02,6.2,2.84,3.71,3.45,0.74,1.8,New Mexico,NM,West,Mountain
US-NM,2020-05-03,6.62,3.19,4.16,3.62,0.83,1.75,New Mexico,NM,West,Mountain
US-NM,2020-05-04,7.01,3.24,4.47,4.05,0.95,1.81,New Mexico,NM,West,Mountain
US-NM,2020-05-05,6.82,3.33,4.18,6.02,0.84,1.67,New Mexico,NM,West,Mountain
US-NM,2020-05-06,6.95,3.33,4.29,6.08,0.87,1.83,New Mexico,NM,West,Mountain
US-NM,2020-05-07,7.04,3.33,4.16,5.2,1.02,1.76,New Mexico,NM,West,Mountain
US-NM,2020-05-08,6.36,3.07,3.86,5.17,0.85,1.74,New Mexico,NM,West,Mountain
US-NM,2020-05-09,6.08,2.91,3.6,5.32,0.75,1.83,New Mexico,NM,West,Mountain
US-NM,2020-05-10,6.06,3.06,4.01,4.61,0.72,1.74,New Mexico,NM,West,Mountain
US-NM,2020-05-11,7.24,3.17,4.42,5.83,0.93,1.79,New Mexico,NM,West,Mountain
US-NM,2020-05-12,7.51,3.19,4.22,5.52,1.02,1.72,New Mexico,NM,West,Mountain
US-NM,2020-05-13,6.93,3.2,4.19,6.99,0.91,1.77,New Mexico,NM,West,Mountain
US-NM,2020-05-14,7.07,3.38,4.07,6.06,0.93,1.75,New Mexico,NM,West,Mountain
US-NM,2020-05-15,6.49,3.29,3.81,5.11,0.79,1.81,New Mexico,NM,West,Mountain
US-NM,2020-05-16,6.26,3.03,3.88,4.46,0.65,1.85,New Mexico,NM,West,Mountain
US-NM,2020-05-17,6.28,2.81,3.81,4.09,0.77,1.71,New Mexico,NM,West,Mountain
US-NM,2020-05-18,6.92,2.95,3.91,4.54,0.92,1.76,New Mexico,NM,West,Mountain
US-NM,2020-05-19,7.06,3.04,4.21,4.32,0.88,1.66,New Mexico,NM,West,Mountain
US-NM,2020-05-20,6.91,2.86,4.26,4.07,0.97,1.89,New Mexico,NM,West,Mountain
US-NM,2020-05-21,6.52,3.04,4.03,5.71,0.98,1.68,New Mexico,NM,West,Mountain
US-NM,2020-05-22,6.17,3.07,3.81,4.61,0.79,1.81,New Mexico,NM,West,Mountain
US-NM,2020-05-23,6.26,2.82,3.98,3.75,0.6,1.82,New Mexico,NM,West,Mountain
US-NM,2020-05-24,6.25,2.78,3.8,3.13,0.7,1.73,New Mexico,NM,West,Mountain
US-NM,2020-05-25,6.39,2.88,4.26,3.13,0.76,1.76,New Mexico,NM,West,Mountain
US-NM,2020-05-26,6.47,2.8,4.33,4.02,1.0,1.9,New Mexico,NM,West,Mountain
US-NM,2020-05-27,6.89,2.75,4.23,3.97,0.99,1.83,New Mexico,NM,West,Mountain
US-NM,2020-05-28,6.68,2.72,4.3,3.88,0.84,1.73,New Mexico,NM,West,Mountain
US-NM,2020-05-29,6.27,2.39,3.72,3.37,0.81,1.86,New Mexico,NM,West,Mountain
US-NM,2020-05-30,5.79,2.46,3.6,3.25,0.75,1.77,New Mexico,NM,West,Mountain
US-NM,2020-05-31,6.11,2.33,3.58,3.23,0.73,1.84,New Mexico,NM,West,Mountain
US-NM,2020-06-01,6.36,2.38,3.54,3.42,0.93,1.71,New Mexico,NM,West,Mountain
US-NM,2020-06-02,6.58,2.4,3.78,3.45,1.06,1.81,New Mexico,NM,West,Mountain
US-NM,2020-06-03,6.72,2.4,3.97,3.64,1.0,1.86,New Mexico,NM,West,Mountain
US-NM,2020-06-04,6.61,2.29,3.83,3.73,0.92,1.96,New Mexico,NM,West,Mountain
US-NM,2020-06-05,6.34,2.39,3.77,3.48,0.81,1.73,New Mexico,NM,West,Mountain
US-NM,2020-06-06,6.34,2.38,3.65,3.08,0.78,1.75,New Mexico,NM,West,Mountain
US-NM,2020-06-07,6.44,2.25,4.09,2.98,0.86,1.91,New Mexico,NM,West,Mountain
US-NM,2020-06-08,6.83,2.6,4.05,3.72,0.94,1.99,New Mexico,NM,West,Mountain
US-NM,2020-06-09,7.2,2.6,4.24,3.5,1.0,2.04,New Mexico,NM,West,Mountain
US-NM,2020-06-10,7.24,2.65,4.25,3.59,0.99,1.86,New Mexico,NM,West,Mountain
US-NM,2020-06-11,7.03,2.53,4.46,3.55,0.97,1.85,New Mexico,NM,West,Mountain
US-NM,2020-06-12,6.67,2.52,4.07,3.47,0.91,1.97,New Mexico,NM,West,Mountain
US-NM,2020-06-13,6.6,2.4,3.89,2.86,0.9,1.85,New Mexico,NM,West,Mountain
US-NM,2020-06-14,7.01,2.29,4.03,2.95,0.79,2.11,New Mexico,NM,West,Mountain
US-NM,2020-06-15,7.34,2.41,4.2,3.33,1.05,2.05,New Mexico,NM,West,Mountain
US-NM,2020-06-16,7.24,2.59,4.17,3.4,1.1,1.94,New Mexico,NM,West,Mountain
US-NM,2020-06-17,7.29,2.59,4.28,3.76,1.12,2.02,New Mexico,NM,West,Mountain
US-NM,2020-06-18,7.17,2.71,4.38,3.38,0.96,2.02,New Mexico,NM,West,Mountain
US-NM,2020-06-19,6.73,2.92,4.03,3.35,0.9,2.02,New Mexico,NM,West,Mountain
US-NM,2020-06-20,5.97,2.56,3.79,3.05,0.81,1.98,New Mexico,NM,West,Mountain
US-NM,2020-06-21,6.4,2.7,3.79,3.31,0.84,1.99,New Mexico,NM,West,Mountain
US-NM,2020-06-22,7.11,3.55,4.68,3.78,0.91,2.03,New Mexico,NM,West,Mountain
US-NM,2020-06-23,7.24,3.47,4.5,3.65,1.14,2.01,New Mexico,NM,West,Mountain
US-NM,2020-06-24,7.0,3.96,4.62,3.68,1.01,2.0,New Mexico,NM,West,Mountain
US-NM,2020-06-25,6.71,4.05,4.98,3.83,0.95,1.98,New Mexico,NM,West,Mountain
US-NM,2020-06-26,6.87,4.43,4.56,3.65,0.92,1.82,New Mexico,NM,West,Mountain
US-NM,2020-06-27,6.59,4.02,4.45,3.65,0.82,1.94,New Mexico,NM,West,Mountain
US-NM,2020-06-28,7.05,3.37,4.5,3.36,0.88,2.29,New Mexico,NM,West,Mountain
US-NM,2020-06-29,7.36,3.44,4.66,4.02,1.06,2.17,New Mexico,NM,West,Mountain
US-NM,2020-06-30,7.01,3.14,4.61,4.04,1.17,1.94,New Mexico,NM,West,Mountain
US-NM,2020-07-01,6.96,3.44,4.4,4.28,0.99,1.95,New Mexico,NM,West,Mountain
US-NM,2020-07-02,6.87,3.05,4.04,4.17,1.02,2.05,New Mexico,NM,West,Mountain
US-NM,2020-07-03,6.39,2.73,4.14,3.85,0.83,1.93,New Mexico,NM,West,Mountain
US-NM,2020-07-04,6.2,2.43,3.77,3.34,0.85,1.97,New Mexico,NM,West,Mountain
US-NM,2020-07-05,6.81,2.79,4.12,3.62,0.93,1.85,New Mexico,NM,West,Mountain
US-NM,2020-07-06,7.12,3.08,4.23,4.16,1.11,2.23,New Mexico,NM,West,Mountain
US-NM,2020-07-07,7.4,3.06,4.58,4.66,1.06,2.23,New Mexico,NM,West,Mountain
US-NM,2020-07-08,7.32,3.07,4.36,4.66,1.0,2.14,New Mexico,NM,West,Mountain
US-NM,2020-07-09,7.1,3.06,4.34,4.34,0.98,1.97,New Mexico,NM,West,Mountain
US-NM,2020-07-10,6.97,3.12,3.79,4.38,1.1,2.04,New Mexico,NM,West,Mountain
US-NM,2020-07-11,6.75,2.93,3.96,4.11,0.94,1.95,New Mexico,NM,West,Mountain
US-NM,2020-07-12,6.93,2.77,4.19,4.11,0.98,2.0,New Mexico,NM,West,Mountain
US-NM,2020-07-13,7.26,2.91,4.28,5.21,0.99,1.94,New Mexico,NM,West,Mountain
US-NM,2020-07-14,7.21,3.2,4.28,4.45,0.98,1.95,New Mexico,NM,West,Mountain
US-NM,2020-07-15,7.21,2.98,4.21,4.25,0.94,1.92,New Mexico,NM,West,Mountain
US-NM,2020-07-16,7.41,3.13,4.4,4.45,1.11,2.0,New Mexico,NM,West,Mountain
US-NM,2020-07-17,6.95,3.04,4.03,4.04,0.93,1.86,New Mexico,NM,West,Mountain
US-NM,2020-07-18,6.63,3.01,3.94,3.72,0.75,1.96,New Mexico,NM,West,Mountain
US-NM,2020-07-19,6.96,2.89,4.09,3.79,0.94,2.12,New Mexico,NM,West,Mountain
US-NM,2020-07-20,7.02,3.05,4.08,4.43,1.01,2.13,New Mexico,NM,West,Mountain
US-NM,2020-07-21,7.38,2.78,4.37,3.99,1.09,2.09,New Mexico,NM,West,Mountain
US-NM,2020-07-22,7.38,2.83,4.7,3.71,1.0,2.01,New Mexico,NM,West,Mountain
US-NM,2020-07-23,7.1,2.95,4.55,3.63,0.95,1.88,New Mexico,NM,West,Mountain
US-NM,2020-07-24,6.95,2.91,4.31,3.51,0.92,1.91,New Mexico,NM,West,Mountain
US-NM,2020-07-25,6.69,2.59,3.85,3.08,0.82,2.01,New Mexico,NM,West,Mountain
US-NM,2020-07-26,6.83,2.62,4.32,3.45,0.85,1.88,New Mexico,NM,West,Mountain
US-NM,2020-07-27,7.39,2.76,4.5,3.73,1.02,2.03,New Mexico,NM,West,Mountain
US-NM,2020-07-28,7.56,2.93,4.91,3.78,1.05,2.02,New Mexico,NM,West,Mountain
US-NM,2020-07-29,7.48,2.76,4.6,3.92,0.94,2.14,New Mexico,NM,West,Mountain
US-NM,2020-07-30,7.65,2.88,4.54,4.04,1.01,2.3,New Mexico,NM,West,Mountain
US-NM,2020-07-31,6.62,2.69,3.85,3.67,1.08,2.02,New Mexico,NM,West,Mountain
US-NM,2020-08-01,6.27,2.54,3.87,2.96,0.8,1.9,New Mexico,NM,West,Mountain
US-NM,2020-08-02,6.14,2.63,4.05,3.08,0.75,2.08,New Mexico,NM,West,Mountain
US-NM,2020-08-03,7.32,2.65,4.25,3.44,1.16,1.91,New Mexico,NM,West,Mountain
US-NM,2020-08-04,7.45,2.82,4.19,3.67,1.13,1.92,New Mexico,NM,West,Mountain
US-NM,2020-08-05,7.3,2.85,4.47,3.52,1.04,2.07,New Mexico,NM,West,Mountain
US-NM,2020-08-06,7.06,2.69,4.65,3.66,1.13,2.05,New Mexico,NM,West,Mountain
US-NM,2020-08-07,6.7,2.59,4.09,3.43,0.9,1.81,New Mexico,NM,West,Mountain
US-NM,2020-08-08,6.41,2.77,3.82,2.76,0.88,1.84,New Mexico,NM,West,Mountain
US-NM,2020-08-09,6.83,2.71,4.08,3.04,0.89,1.99,New Mexico,NM,West,Mountain
US-NM,2020-08-10,7.22,2.81,4.28,3.29,0.9,1.86,New Mexico,NM,West,Mountain
US-NM,2020-08-11,7.01,2.7,4.2,3.31,1.05,2.07,New Mexico,NM,West,Mountain
US-NM,2020-08-12,7.19,2.7,4.16,3.35,1.05,1.76,New Mexico,NM,West,Mountain
US-NM,2020-08-13,7.04,2.62,4.04,3.48,0.99,1.95,New Mexico,NM,West,Mountain
US-NM,2020-08-14,6.58,2.56,3.78,3.21,0.87,1.78,New Mexico,NM,West,Mountain
